"Freq [GHz]","dB(S(1,1)) []"
6.01,-20.12384215539667
6.02,-19.255463357868276
6.03,-17.96314253095793
6.04,-16.401592485213353
6.05,-14.76284636055762
6.0600000000000005,-13.17265723226949
6.07,-11.695613256498959
6.08,-10.383252677594799
6.09,-9.232780556516888
6.1,-8.248536859956104
6.11,-7.407760196477327
6.12,-6.656956957371486
6.13,-5.97770754921747
6.140000000000001,-5.340743514206935
6.15,-4.7786270442495615
6.16,-4.3207826180123226
6.17,-3.9150130956168794
6.18,-3.539236485630162
6.19,-3.220098969438535
6.2,-2.958675055244022
6.21,-2.720236075823412
6.22,-2.5013271293589234
6.23,-2.323095543781853
6.24,-2.1722579549040497
6.25,-2.03084617178381
6.26,-1.9011566540075615
6.27,-1.7762647764593058
6.28,-1.6725532863267465
6.29,-1.6105202118514665
6.3,-1.5447204639233625
6.3100000000000005,-1.4668582491799722
6.32,-1.4023391916940426
6.33,-1.3426857399940684
6.34,-1.3029958754112898
6.35,-1.2614540461620092
6.36,-1.2047654588901224
6.37,-1.156445124255173
6.38,-1.1347197267572087
6.390000000000001,-1.12952466477602
6.4,-1.1119703131855467
6.41,-1.0817565908645943
6.42,-1.0608402868739342
6.43,-1.0410366679463536
6.44,-1.004479588214278
6.45,-0.9699874514272852
6.46,-0.9456947240169343
6.47,-0.9252692382613494
6.48,-0.9247197377641693
6.49,-0.9311347599735502
6.5,-0.9315071369970583
6.51,-0.9330441241681642
6.52,-0.9236422854362099
6.53,-0.9049421914590595
6.54,-0.8977572706663006
6.55,-0.8860190480433506
6.5600000000000005,-0.8632117080903157
6.57,-0.8417536145491222
6.58,-0.8357410275370937
6.59,-0.8537243315277455
6.6,-0.8715109705552411
6.61,-0.860486538760085
6.62,-0.8392393328489662
6.63,-0.8100717831026633
6.640000000000001,-0.7793872569089493
6.65,-0.7695528828323053
6.66,-0.7768813388329645
6.67,-0.7932235287828046
6.68,-0.8053655547341828
6.69,-0.7890403393462484
6.7,-0.7745018291984035
6.71,-0.7760984197381159
6.72,-0.7704102036026832
6.73,-0.7558177827034385
6.74,-0.7342197187653924
6.75,-0.728703387044851
6.76,-0.7331800440033831
6.77,-0.7239884796586519
6.78,-0.7137324906427135
6.79,-0.7102803841234119
6.8,-0.7283686835697747
6.8100000000000005,-0.7409019029598461
6.82,-0.7492300477417688
6.83,-0.7722634178894213
6.84,-0.784652806681214
6.85,-0.7594868223107791
6.86,-0.7282768389079667
6.87,-0.7247256143937584
6.88,-0.7151311470027895
6.890000000000001,-0.691896639651489
6.9,-0.6863090342016385
6.91,-0.6909537703777076
6.92,-0.7051055507076949
6.93,-0.7244565949027947
6.94,-0.7244468035874234
6.95,-0.7212327668584442
6.96,-0.7315362845899818
6.97,-0.7397255671112595
6.98,-0.7440170066947793
6.99,-0.760978594832814
7.0,-0.7680129652622367
