"Freq [GHz]","dB(S(1,1)) []"
5.73,-0.6792315547543705
5.74,-0.7102034020658623
5.75,-0.7457930831964275
5.76,-0.7866410899769534
5.77,-0.8335252170433696
5.78,-0.8873935366959358
5.79,-0.949407163416031
5.8,-1.0209961164469796
5.8100000000000005,-1.103932864043203
5.82,-1.200429949669902
5.83,-1.3132707047177412
5.84,-1.4459858030026926
5.85,-1.6030938250940752
5.86,-1.7904317939082313
5.87,-2.0156127550956704
5.88,-2.2886629530504035
5.89,-2.622911632980615
5.9,-3.0362305214342866
5.91,-3.552739126503841
5.92,-4.205076918471577
5.93,-5.03720614023746
5.94,-6.107195960879843
5.95,-7.487826118493601
5.96,-9.258070434340539
5.97,-11.465016205796069
5.98,-14.003788852213464
5.99,-16.345356140617923
6.0,-17.37282447356894
6.01,-16.345356140617927
6.02,-14.00378885221346
6.03,-11.465016205796069
6.04,-9.258070434340539
6.05,-7.487826118493601
6.0600000000000005,-6.107195960879736
6.07,-5.03720614023746
6.08,-4.205076918471579
6.09,-3.552739126503841
6.1,-3.0362305214342866
6.11,-2.622911632980615
6.12,-2.2886629530504035
6.13,-2.0156127550956704
6.140000000000001,-1.7904317939082135
6.15,-1.6030938250940752
6.16,-1.4459858030026926
6.17,-1.3132707047177412
6.18,-1.200429949669902
6.1899999999999995,-1.103932864043203
6.2,-1.0209961164469796
6.21,-0.949407163416031
6.22,-0.8873935366959358
6.23,-0.8335252170433696
6.24,-0.7866410899769534
6.25,-0.7457930831964275
6.26,-0.7102034020658623
6.27,-0.6792315547543705
6.28,-0.6523487602380567
6.29,-0.6291179748720905
6.3,-0.6091782349261764
6.3100000000000005,-0.5922323471308093
6.32,-0.5780372040979034
6.33,-0.5663961823621669
6.34,-0.5571532159325574
6.35,-0.5501882405474413
6.36,-0.5454137825476327
6.37,-0.5427725281555227
6.38,-0.5422357589809709
6.390000000000001,-0.5438025815914211
6.4,-0.5474999160352376
6.41,-0.5533832428732031
6.42,-0.5615381429098721
6.43,-0.5720827007780575
6.4399999999999995,-0.5851708853867416
6.45,-0.6009970700302246
6.46,-0.6198019164749982
6.47,-0.6418799255583454
6.48,-0.6675890584302695
6.49,-0.6973629667204837
6.5,-0.7317265493933746
6.51,-0.7713157968751029
6.52,-0.8169032148234838
6.53,-0.8694305774248343
6.54,-0.9300513964622682
6.55,-1.000186384827111
6.5600000000000005,-1.081596454407077
6.57,-1.1764795834586337
6.58,-1.2876004590691006
6.59,-1.4184654969020947
6.6,-1.5735611646703098
6.61,-1.7586811810716874
6.62,-1.9813790201599315
6.63,-2.2515971819112477
6.640000000000001,-2.5825443623142674
6.65,-2.9919141781982566
6.66,-3.50355532573355
6.67,-4.149682371215453
6.68,-4.973567999379774
6.6899999999999995,-6.032123177387182
6.7,-7.396123327451809
6.71,-9.141037657937222
6.72,-11.308163076146553
6.73,-13.78574327044625
6.74,-16.04944737385087
6.75,-17.02718131416555
6.76,-16.025372534838663
6.77,-13.748632855435098
6.78,-11.266256893650475
6.79,-9.097407725511754
6.8,-7.351386375135726
6.8100000000000005,-5.9860827005323
6.82,-4.925823620473259
6.83,-4.0998219120656545
6.84,-3.451205518230234
6.85,-2.9367466822065147
6.86,-2.5242690888574955
6.87,-2.1899532106261135
6.88,-1.916126180139671
6.890000000000001,-1.6895929871445012
6.9,-1.5004190585856447
6.91,-1.3410541511725258
6.92,-1.205703887867739
6.93,-1.0898778415722965
6.9399999999999995,-0.9900627488146351
6.95,-0.903484461102128
6.96,-0.8279330913196197
6.97,-0.7616334500261122
6.98,-0.703148184367798
6.99,-0.6513047239087811
7.0,-0.6051397042677067
